,label,cyto_int,cyto_area,frame,nuc_int,nuc_area,cyto_nuc_ratio
0,1,453.6451359832636,7648,0,445.0374149659864,2352,1.0193415670858483
1,4,583.3421912437377,4591,0,561.1212343864805,1361,1.0396009908296433
2,5,469.28818713450295,4275,0,464.2300518134715,1930,1.01089575158108
3,6,483.3901746724891,4580,0,473.0012547051443,1594,1.0219638317319495
4,8,792.9471679364028,6038,0,749.7725774555042,1517,1.0575835817140975
5,9,481.09263365360925,8118,0,474.9807374793616,1817,1.0128676716590286
6,11,482.85616242493563,3497,0,473.2387862796834,1516,1.0203224596632459
7,13,577.5387912558937,4666,0,546.6163610719323,1418,1.0565706268347357
8,14,479.8177991581479,4989,0,471.22265844083006,1783,1.0182400836703338
9,15,525.0401637247378,3909,0,512.1619804400978,1636,1.0251447467333945
10,17,454.94415767245425,2131,0,455.6519607843137,1836,0.9984466145813548
11,18,469.88278481012657,3950,0,464.3919514884234,1814,1.0118237047479064
12,19,485.4208362696735,8514,0,478.7908629441624,1970,1.0138473263352235
13,20,487.56582524271846,5150,0,473.83858267716533,1778,1.028970292980354
14,22,451.4178770949721,2685,0,450.10096153846155,1456,1.0029258225799147
15,23,452.794343575419,2864,0,448.390243902439,1353,1.009822023857277
16,24,461.1375772906127,7116,0,453.8318509106311,2361,1.0160978705335961
17,29,444.0710479573712,2252,0,441.5040137614679,1744,1.0058142941307215
18,32,444.7138382687927,3512,0,440.4396971335857,1849,1.0097042595456844
19,33,485.03038796282635,6779,0,474.5718169460807,2207,1.0220379100555268
20,34,550.7438844951259,10874,0,557.0167464114833,2090,0.9887384679962146
21,35,546.5466768379899,10487,0,564.543431053203,1842,0.9681215771448467
22,37,515.4819932636669,11579,0,532.6321174377224,2248,0.9678011828190951
23,38,522.607414989196,8793,0,503.0178117048346,1965,1.0389441543192437
24,39,456.5317209954434,2853,0,449.72936802973976,1345,1.0151254364274778
25,40,482.40314885496184,10480,0,486.5176967776017,1893,0.9915428607224523
26,42,456.23169398907106,1830,0,448.6087580760948,1393,1.0169923920916482
27,43,464.0615137737363,3739,0,451.36787307883,2017,1.0281226056438657
28,44,446.6015891032917,2643,0,444.27556440903055,1506,1.0052355449648804
29,45,524.684855866829,12315,0,513.9061876247505,2004,1.0209739997330973
30,47,445.3720011289867,3543,0,445.0488017429194,2295,1.0007262111139308
31,49,444.73252688172045,2976,0,442.9376138433515,2196,1.0040522931046532
32,50,467.29768270944743,3366,0,451.70215113072254,1813,1.0345261397132721
33,51,484.29560530679936,2412,0,478.9822485207101,845,1.0110930139947756
34,52,820.7308884993932,7417,0,797.6832151300237,1692,1.028893266063788
35,53,474.59499683343887,3158,0,456.0575679172057,1546,1.0406471248813889
36,54,475.9840917499075,2703,0,471.1897341888176,1091,1.0101750042779343
37,55,463.1102204408818,5489,0,455.19014778325123,2030,1.0173994817247272
38,57,461.9622641509434,3445,0,448.43216630196935,1828,1.0301720056358825
39,58,464.2155963302752,1744,0,457.956931359354,1486,1.0136664925069343
40,59,470.64962299717246,4244,0,462.24455732946296,1378,1.018183157669326
41,60,451.62960609911056,1574,0,449.31922398589063,1134,1.0051419614160388
42,62,477.3136932192232,3038,0,467.765105227427,1473,1.0204132114283164
43,63,917.4328342013889,9216,0,901.7916877850988,1973,1.017344522718663
44,66,436.8457711442786,1206,0,434.6634549208534,1453,1.0050207032560918
45,67,585.9403703703704,2700,0,623.5120132560066,1207,0.9397419102008387
46,68,460.82906626506025,1328,0,456.5244385733157,757,1.0094291287125765
47,69,479.45454545454544,4730,0,474.5673515981735,1752,1.0102982091791894
48,71,439.1519364448858,1007,0,442.0461630695444,1668,0.9934526597752569
49,72,455.0487898578563,7809,0,451.73705722070844,2202,1.0073311068556632
50,73,499.17998902505946,5467,0,505.4508790072389,1934,0.9875934729908945
51,74,439.9892209701127,2041,0,438.89589235127477,1412,1.002491088747677
52,75,572.7903212621598,12233,0,542.5121834687052,2093,1.055810982160553
53,76,467.8263852242744,3790,0,462.06078724464373,2007,1.0124780075236681
54,77,487.3241045163523,11558,0,481.55919003115264,2568,1.0119713518183024
55,79,482.13814432989693,4365,0,464.32210655235764,1633,1.0383699968752842
56,81,563.0970954356847,7230,0,548.4080495356037,1615,1.0267848838333422
57,82,453.9253112033195,4820,0,449.50858951175405,2212,1.0098256669496857
58,83,448.3336745138178,4885,0,444.9267224213461,2511,1.0076573330411145
59,84,456.2828947368421,3344,0,448.5730886850153,1635,1.0171874021119456
60,85,622.126149059539,7071,0,579.30225472273,1641,1.0739232309000863
61,86,460.9758345789736,4014,0,450.16488845780793,2062,1.0240155249739762
62,87,601.952769372451,15202,0,561.469227753822,2551,1.0721028680068272
63,88,450.43072078376485,2858,0,448.606,1500,1.0040675353957924
64,89,582.3996880483525,5129,0,551.9779837775203,1726,1.0551139812907717
65,91,448.86050836949784,3226,0,444.43605292172,1814,1.0099552127211362
66,1,453.27549081697276,7895,1,444.9906343124734,2349,1.018618046910807
67,4,585.9291722000885,4518,1,563.9375459221161,1361,1.0389965634262088
68,5,467.9164820558263,4514,1,462.92046049188906,1911,1.0107923973777884
69,6,480.13053750738334,5079,1,470.3940134392181,1637,1.020698656424171
70,8,796.6710768715458,5971,1,746.465770953295,1563,1.0672573450409317
71,9,479.8519694297472,8505,1,475.03812154696135,1810,1.0101336033140027
72,11,471.80279232111695,5157,1,472.67578125,1536,0.9981530914772607
73,13,580.5069808027923,4584,1,547.9445628997868,1407,1.0594264823628898
74,14,480.163987792472,4915,1,472.0967561521253,1788,1.017088089539313
75,15,524.7222501255651,3982,1,511.3663492063492,1575,1.026118067682679
76,17,454.7224281742354,2158,1,454.89179104477614,1876,0.9996276853663335
77,18,470.47553865652725,3945,1,464.37157534246575,1752,1.0131445670626156
78,19,484.43363136176066,8724,1,479.5739001482946,2023,1.0101334355601155
79,20,487.1070400920775,5213,1,473.67997750281216,1778,1.0283462743349452
80,22,450.7539195637355,2934,1,449.9475476839237,1468,1.0017921464045367
81,23,451.92176634214184,2876,1,447.66309012875536,1398,1.0095131278572946
82,24,459.95340647433295,7383,1,453.1692566148677,2381,1.0149704547703482
83,29,443.9773299748111,2382,1,441.8682842287695,1731,1.004773019067713
84,32,444.7521343198634,3514,1,440.71725239616615,1878,1.009155262022895
85,33,484.83743475018645,6705,1,473.5426884650318,2202,1.0238515904907455
86,34,550.8348785462637,10786,1,558.1768441621886,2047,0.9868465241926239
87,35,546.3205466540999,10610,1,564.7819178082192,1825,0.9673123898410853
88,37,516.3401253918495,11484,1,533.9385525716887,2197,0.9670403511882084
89,38,521.436159573286,8999,1,503.0174002047083,1954,1.0366165451952198
90,39,456.46208772526353,2941,1,449.77464788732397,1349,1.014868423263409
91,40,482.68003811338735,10495,1,486.4040190375463,1891,0.992343852479822
92,42,456.8047646717025,1721,1,448.8321167883212,1370,1.017763095788311
93,43,464.18623369414377,3603,1,451.37983357807144,2043,1.0283716709595918
94,44,446.31692432872256,2458,1,443.96858974358975,1560,1.0052894160519084
95,45,525.0746985988922,12276,1,516.1650872817955,2005,1.0172611661203512
96,47,445.6246442800228,3514,1,444.7497827975673,2302,1.0019670869245902
97,49,445.39602502760397,2717,1,442.98900595510764,2183,1.0054335864776298
98,50,464.8645970937913,3028,1,451.733995584989,1812,1.0290671094872954
99,51,482.2856034148234,2577,1,473.76255707762556,876,1.01799012228778
100,52,796.990800596718,8044,1,800.0249258160237,1685,0.9962074616410096
101,53,471.20620333141875,3482,1,453.96043822276323,1643,1.0379895771890872
102,54,477.34166666666664,2520,1,472.91978122151323,1097,1.009350180772164
103,55,463.43617981585123,5539,1,455.80886850152905,1962,1.0167335737441814
104,57,461.3540166204986,3610,1,448.7992036405006,1758,1.027974231857271
105,58,458.09863672814754,2494,1,458.62928348909657,1284,0.9988429723525021
106,59,471.04724792985877,4106,1,460.0810234541578,1407,1.0238354201035498
107,60,450.3003003003003,1665,1,449.00519480519483,1155,1.0028843886665217
108,62,479.1817864619679,2866,1,469.8166431593794,1418,1.0199336133339394
109,63,916.7030661646046,9295,1,887.4617321248742,1986,1.0329494027530821
110,66,436.77348066298345,1086,1,434.9034907597536,1461,1.0042997813146155
111,67,578.9335180055401,2888,1,616.2438016528926,1210,0.9394553202039865
112,68,461.42424242424244,1320,1,456.56909361069836,673,1.0106339848261474
113,69,480.44766793126536,4481,1,475.1248581157775,1762,1.0112029705972378
114,71,439.4307417336908,1119,1,441.5358295674629,1549,0.9952323510510251
115,72,455.42108701332637,7654,1,451.89840546697036,2195,1.0077952953667004
116,73,501.05028462998104,5270,1,505.37169517884917,1929,0.991449045148168
117,74,439.85978713558535,2161,1,439.12156295224315,1382,1.001681138540269
118,75,581.4251694767947,11506,1,548.1149144254279,2045,1.0607723931144712
119,76,465.85210042257023,4023,1,460.9619512195122,2050,1.0106085745040796
120,77,485.65680570351554,12203,1,481.5284933645589,2562,1.0085733500630691
121,79,485.4097734792568,3929,1,464.64408866995075,1624,1.0446915936641916
122,81,560.000941366326,7436,1,545.8164910105394,1613,1.0259875811548402
123,82,453.7920344898378,4871,1,449.6639306885545,2193,1.0091804201305674
124,83,447.83528744326776,5288,1,445.22361710474695,2549,1.0058659743962017
125,84,455.0340972610397,3578,1,448.0649734199646,1693,1.015553824231967
126,85,628.3584292884559,6774,1,588.0686095931998,1647,1.0685121073255839
127,86,461.60450718177316,4038,1,451.0925474914759,2053,1.0233033326503713
128,87,601.9702748914902,15206,1,557.754627806223,2539,1.0792743706299266
129,88,451.1983230040102,2743,1,448.74618952948975,1509,1.005464410688571
130,89,589.7638232271325,4865,1,559.5278745644599,1722,1.0540383241607194
131,91,449.06930072122924,3189,1,444.89065155807367,1765,1.0093925308354341
132,1,453.71651909241837,7228,2,444.8602601762484,2383,1.0199079569675682
133,4,586.2617777777778,4500,2,560.515937731653,1349,1.0459323960533848
134,5,465.93265854162365,4841,2,462.9265770423992,1934,1.006493646397297
135,6,478.9093678598629,5252,2,469.5674504950495,1616,1.019894729404614
136,8,782.9294061149352,6247,2,733.1398416886543,1516,1.0679127795204797
137,9,481.22212575964284,8063,2,474.5078590785908,1845,1.0141499588522938
138,11,471.5522329333071,5083,2,472.09385327164574,1513,0.9988527274087871
139,13,577.9308326105811,4612,2,543.1832276250881,1419,1.0639703201761528
140,14,481.0747922437673,4693,2,472.45276690888767,1789,1.0182494969630316
141,15,522.460972017673,4074,2,510.26913425345043,1594,1.0238929555910918
142,17,453.5659934241428,2129,2,454.30912973838764,1873,0.9983642496582167
143,18,470.2169181301014,4043,2,463.70340450086553,1733,1.0140467237592252
144,19,485.9283477842004,8304,2,476.26988071570577,2012,1.0202793992640906
145,20,487.38877952755905,5080,2,472.5320945945946,1776,1.0314405838310532
146,22,450.9433764418036,2861,2,449.3639479095271,1459,1.0035148091866828
147,23,451.1923454367026,3057,2,448.3326164874552,1395,1.0063785877807698
148,24,460.4162726008345,7190,2,453.05541561712846,2382,1.0162471448965673
149,29,443.6033634126333,2438,2,441.58662092624354,1749,1.0045670371130349
150,32,445.07010185739966,3338,2,440.5280172413793,1856,1.0103105465220197
151,33,481.96360365347357,7226,2,473.07455357142857,2240,1.0187899560755023
152,34,553.6764677804296,10475,2,559.8774319066148,2056,0.9889244256460412
153,35,544.1667442510009,10741,2,564.6041214750543,1844,0.9638022882818145
154,37,514.6237925775292,11802,2,535.2904977375565,2210,0.9613916083932433
155,38,522.3834457528295,8747,2,503.67822539520654,1961,1.0371372424188996
156,39,455.3988076561029,3187,2,449.03498542274053,1372,1.0141722191810316
157,40,480.89364590876175,11048,2,484.225321888412,1864,0.9931195750634082
158,42,454.97200211304806,1893,2,448.06580829756797,1398,1.0154133470744404
159,43,460.44437012263097,4485,2,450.31771090281205,2027,1.022487810216295
160,44,445.2421621621622,2775,2,442.79421019509124,1589,1.0055284190956164
161,45,523.6365892714172,12490,2,512.5010040160643,1992,1.0217279286637337
162,47,444.9258517034068,3493,2,444.0847750865052,2312,1.0018939550826478
163,49,445.6559670781893,2430,2,442.5827633378933,2193,1.0069437944603137
164,50,463.3068992862807,2522,2,450.5767727526522,1791,1.0282529577720085
165,51,481.5849787069299,2583,2,473.069667738478,933,1.018000120382183
166,52,777.9857462598657,8489,2,815.0309708159618,1679,0.9545474639828612
167,53,468.70073190566546,3689,2,452.72759856630825,1674,1.0352819960389883
168,54,477.09206963249517,2585,2,471.49816176470586,1088,1.0118641138426767
169,55,465.75297097214104,5133,2,456.27593254982116,1957,1.020770410504361
170,57,461.17552887364207,3498,2,448.2276286353468,1788,1.0288868856159445
171,58,455.24114671163574,2372,2,460.2837837837838,962,0.989044504173719
172,59,469.7602119673217,4529,2,460.18226600985224,1421,1.020813374753699
173,60,449.6032028469751,1686,2,448.3644214162349,1158,1.0027628896753835
174,62,478.0605851979346,2905,2,467.6690042075736,1426,1.022219948076244
175,63,920.2073487968784,9226,2,892.5388082123185,1997,1.0309998179686748
176,66,436.445871559633,1090,2,434.3032564450475,1474,1.0049334539467276
177,67,576.4139130434783,2875,2,608.7699530516431,1278,0.9468501363348003
178,68,461.39448818897637,1270,2,455.54403409090907,704,1.012842785022402
179,69,479.9811939645747,4573,2,474.9601571268238,1782,1.0105714906027585
180,71,439.1003262642741,1226,2,440.6829745596869,1533,0.9964086466081561
181,72,454.7773010920437,7692,2,451.6117381489842,2215,1.0070094788856332
182,73,501.8637258763293,5078,2,507.17379958246346,1916,0.9895300709332664
183,74,439.4185936762624,2119,2,438.86695278969955,1398,1.0012569661102444
184,75,584.1997691556423,11263,2,547.7217095677513,2059,1.0665996234048831
185,76,465.64865537848607,4016,2,459.4621848739496,2023,1.0134645912290556
186,77,485.86558296889183,12119,2,482.11700039261876,2547,1.0077752549136836
187,79,483.77693991729507,4111,2,464.70324189526184,1604,1.0410448998467117
188,81,561.4143306440585,7313,2,540.1528976572133,1622,1.0393618789773444
189,82,453.17601397244323,5153,2,448.9846915803692,2221,1.0093351120220182
190,83,448.5050377833753,4764,2,444.8238568588469,2515,1.0082755923895883
191,84,455.017942248388,3567,2,448.06654567453114,1653,1.015514205737882
192,85,620.8762738624946,6967,2,589.7786259541984,1703,1.0527276617696741
193,86,462.6877192982456,3990,2,450.60676328502416,2070,1.02681041874549
194,87,600.9906007624556,15214,2,557.520737327189,2604,1.0779699489630927
195,88,451.78846153846155,2652,2,449.9696569920844,1516,1.0040420604325528
196,89,589.8708172784425,4931,2,558.4530162412993,1724,1.0562586289686506
197,91,448.13107378524296,3334,2,444.48462414578586,1756,1.0082037700324615
198,1,452.47443946188343,7805,3,444.00292887029286,2390,1.0190798529485947
199,4,585.0620525059666,4609,3,553.48937784522,1318,1.0570429640107306
200,5,467.54168554599005,4414,3,462.1319127346525,1971,1.0117061225642812
201,6,481.35887096774195,4712,3,468.5635925256178,1659,1.0273074533451392
202,8,786.3433833116037,6136,3,732.876953125,1536,1.0729541704901784
203,9,482.8632638726294,8542,3,474.8653017241379,1856,1.0168425911926025
204,11,479.3834862385321,3815,3,472.52425876010784,1484,1.014516138274938
205,13,581.77681352915,4494,3,541.0622377622377,1430,1.0752493390322386
206,14,480.5556722689076,4760,3,472.1929046563193,1804,1.0177104897810252
207,15,521.5043710539096,4118,3,508.7609907120743,1615,1.02504787232999
208,17,453.7150357995227,2095,3,453.9086956521739,1840,0.9995733506440696
209,18,469.08109919571046,4476,3,462.9892665474061,1677,1.0131576109609026
210,19,483.2692393736018,8940,3,476.27075993960744,1987,1.0146943294080908
211,20,487.11100177130487,5081,3,473.40418315432447,1769,1.0289537336270476
212,22,450.04844762879566,2931,3,448.9837728194726,1479,1.0023712990842346
213,23,451.26161449752885,3035,3,448.5150846210449,1359,1.0061236064753643
214,24,462.03251035117313,6521,3,452.2788944723618,2388,1.0215654897852133
215,29,443.29116638078904,2332,3,441.00638792102205,1722,1.0051808284921626
216,32,445.2416393442623,3050,3,440.29891304347825,1840,1.0112258426136427
217,33,482.8075471698113,6890,3,472.6762367491166,2264,1.021433932220443
218,34,552.0149602618046,10695,3,557.2113502935421,2044,0.9906742925660076
219,35,543.1903472740852,10712,3,564.9709208400647,1857,0.961448328112899
220,37,515.4286206599465,11607,3,534.8232346241458,2195,0.9637364035281132
221,38,519.6966392165591,8986,3,502.0702758979698,1921,1.0351073627831562
222,39,455.3702898550725,2760,3,449.02819956616054,1383,1.0141240356285852
223,40,481.53662140943936,10827,3,481.3697389451252,1877,1.0003466824995686
224,42,455.56081081081084,2072,3,448.170063246662,1423,1.0164909443317305
225,43,461.7726937269373,4065,3,450.1786958685913,2009,1.025754212637664
226,44,444.6953125,2560,3,442.602523659306,1585,1.0047283707815118
227,45,524.2351691452852,12238,3,514.3439716312057,1974,1.019230705635978
228,47,444.83955909369257,3266,3,443.6052060737527,2305,1.0027825485432529
229,49,445.39958158995813,2868,3,442.3496762257169,2162,1.0068947837608113
230,50,466.473636086559,3281,3,450.938127090301,1794,1.0344515312921123
231,51,480.96274961597544,2604,3,472.8428417653391,929,1.0171725299262668
232,52,803.6838046272494,7780,3,822.3719107896324,1659,0.9772753593390139
233,53,467.03651538862806,3834,3,452.06900517538816,1739,1.033108906034009
234,54,474.4403937294933,2743,3,469.0699115044248,1130,1.0114492149109373
235,55,465.80465587044534,4940,3,455.7892838742916,1941,1.0219736890499516
236,57,459.7739399045212,3561,3,448.05699774266367,1772,1.02615056169391
237,58,454.17883418222976,1767,3,460.8903785488959,1268,0.9854378726937253
238,59,470.99793388429754,4356,3,459.7596291012839,1402,1.0244438703871885
239,60,450.16131147540983,1525,3,448.2393526405451,1174,1.004287795847336
240,62,476.1573505654281,3095,3,466.5258379888268,1432,1.0206451857374552
241,63,913.3339367479501,9391,3,897.7805128205129,1950,1.017324305557239
242,66,435.7370583401808,1217,3,434.00206043956047,1456,1.00399767203608
243,67,579.1964097148891,2841,3,610.0190174326466,1262,0.9494727101337285
244,68,458.6610644257703,1428,3,454.6351875808538,773,1.008855180933835
245,69,479.13657155303855,4591,3,474.5343945423536,1759,1.009698300194074
246,71,438.4730878186969,1059,3,441.45011210762334,1784,0.9932562611102007
247,72,454.9136467735417,7423,3,451.547263681592,2211,1.0074552175657152
248,73,498.9244369998139,5373,3,506.32460732984293,1910,0.9853845335128889
249,74,439.96672122204035,1833,3,438.67727272727274,1320,1.0029394011838157
250,75,581.6199965041077,11442,3,548.1570731707317,2050,1.0610462310370543
251,76,463.8930371049015,4366,3,457.6936043629152,2017,1.0135449407264836
252,77,487.06692406692406,11655,3,481.71505170432783,2611,1.0111100376532995
253,79,485.2242455775234,3844,3,465.1159600997506,1604,1.0432328434256701
254,81,556.1065721649485,7760,3,532.7149817295981,1642,1.043910141891267
255,82,452.95542521994133,5115,3,448.39839213934795,2239,1.0101629112871064
256,83,448.73058744091827,4443,3,444.60737439222044,2468,1.009273829644266
257,84,453.8492172480088,3641,3,447.773562537048,1687,1.0135685873827311
258,85,617.4966187658496,7098,3,583.1369863013699,1679,1.0589220599475444
259,86,460.9288877952756,4064,3,450.79191033138403,2052,1.0224870438700635
260,87,602.6605742390004,15046,3,559.7804783950618,2592,1.0766016277789456
261,88,451.25868440502586,2706,3,448.73350416399745,1561,1.0056273494570744
262,89,595.2091544818818,4719,3,565.9218181818181,1650,1.0517515588887478
263,91,448.30523255813955,3096,3,443.969646799117,1812,1.0097655003901298
264,1,451.32916715336995,8561,4,443.7171974522293,2355,1.0171550026567544
265,4,583.1255934397929,4634,4,553.60029607698,1351,1.0533332398339383
266,5,466.85884955752215,4520,4,461.81984334203656,1915,1.0109111946750058
267,6,473.4105630293971,6021,4,466.41379310344826,1653,1.0150012071456835
268,8,763.2647281538694,6603,4,742.2827496757458,1542,1.0282668275495952
269,9,479.9379951774027,8709,4,474.568669527897,1864,1.0113141174170792
270,11,477.6396912350598,4016,4,471.719696969697,1452,1.012549813593523
271,13,580.5664320281567,4546,4,547.4509116409537,1426,1.0604903922580766
272,14,480.60633290543433,4674,4,472.5278873239437,1775,1.0170962302928641
273,15,520.9099099099099,4107,4,508.1079404466501,1612,1.0251953737467796
274,17,453.2077137546468,2152,4,453.73675675675673,1850,0.9988340309789063
275,18,468.8810542915071,4439,4,462.8355300859599,1745,1.013061927645063
276,19,483.9951318917695,8833,4,477.8139534883721,1978,1.0129363706485979
277,20,487.53531746031746,5040,4,472.6065482796892,1802,1.0315881555915163
278,22,449.9090284929626,2913,4,448.84253028263794,1486,1.0023761077401758
279,23,451.38271604938274,3078,4,448.1535662299855,1374,1.0072054538058504
280,24,462.89600626468285,6385,4,452.8529534981148,2387,1.0221772932891116
281,29,443.24918962722853,2468,4,440.5226244343891,1768,1.0061893874266734
282,32,444.48871733966746,3368,4,439.91544715447156,1845,1.0103957935889212
283,33,482.8147102526003,6730,4,472.5194690265487,2260,1.021787972561768
284,34,553.4280361260569,10408,4,559.1271593090211,2084,0.9898071072240396
285,35,541.6311135672838,10857,4,568.1219912472648,1828,0.9533711454791207
286,37,513.5179081890028,11894,4,535.1980063434527,2207,0.9594914444794529
287,38,520.3701626472238,8915,4,502.55077720207254,1930,1.0354578805834502
288,39,453.7913669064748,2919,4,448.25959367945825,1329,1.0123405573578694
289,40,481.57282913165267,10710,4,482.0340849501835,1907,0.9990431053883285
290,42,456.1303939962477,2132,4,448.1790333560245,1469,1.017741482863851
291,43,462.9237851662404,3910,4,451.4355889724311,1995,1.0254481402761333
292,44,444.9435411020777,2214,4,442.0906832298137,1610,1.0064531056194663
293,45,523.8182784272051,12233,4,518.6749367088607,1975,1.0099163104949322
294,47,444.3037694013304,3608,4,443.21639202081525,2306,1.0024533780791756
295,49,445.374066328055,3347,4,442.2742882964302,2213,1.0070087231242058
296,50,463.18538384177003,2983,4,450.2689309576837,1796,1.0286860851283124
297,51,480.04812030075186,2660,4,470.73298429319374,955,1.0197885772154778
298,52,784.5455428710226,8234,4,813.0382387022016,1726,0.9649552819598497
299,53,463.7760186263097,4295,4,450.6653409090909,1760,1.0290918260782418
300,54,472.39297012302285,2845,4,466.8992248062016,1161,1.0117664477149253
301,55,464.69903846153846,5200,4,455.5837974683544,1975,1.0200078252208196
302,57,458.3101082079704,3789,4,447.6674169949353,1777,1.0237736560870936
303,58,453.64444444444445,1980,4,460.9707495429616,1094,0.9841067896264981
304,59,472.03639514731367,4039,4,459.33117816091954,1392,1.027660253843999
305,60,448.99440089585664,1786,4,447.1232993197279,1176,1.0041847552542564
306,62,478.17724288840265,2742,4,466.97777777777776,1440,1.0239828652316607
307,63,918.885172081055,9327,4,900.2221063607925,1918,1.020731623438697
308,66,435.8789915966386,1190,4,433.4394557823129,1470,1.0056283196690587
309,67,575.1989174560216,2956,4,609.1776892430279,1255,0.9442219037449833
310,68,460.47058823529414,1275,4,454.912,750,1.0122190406832403
311,69,478.5878993018828,4727,4,474.3858574610245,1796,1.008857856478581
312,71,438.1214771622935,1029,4,441.07251908396944,1834,0.9933093951810811
313,72,454.1955219994793,7682,4,451.3149321266968,2210,1.0063826602395105
314,73,501.2961472110408,5217,4,506.4022809745982,1929,0.9899168428828354
315,74,439.57559958289886,1918,4,438.70217554388597,1333,1.0019909270746836
316,75,575.9041936297168,11899,4,546.6872868972235,2053,1.0534435452090292
317,76,463.6021134849529,4353,4,457.78333333333336,1980,1.0127107732587166
318,77,486.12722217541494,11869,4,480.652140077821,2570,1.01139094501214
319,79,483.23450999753146,4051,4,463.9018366054465,1579,1.0416740609038107
320,81,555.5977145825218,7701,4,531.3279569892474,1674,1.0456775467468309
321,82,453.2418119948958,4702,4,447.65,2280,1.0124914821733404
322,83,447.9699654278306,4628,4,444.33306484091827,2483,1.0081850775346066
323,84,454.4687409968309,3471,4,447.6921269095182,1702,1.0151367729740806
324,85,619.8772917568933,6927,4,591.2196836555361,1707,1.0484720128466734
325,86,460.938505885179,4163,4,450.84719535783364,2068,1.0223829950174936
326,87,602.9430274925472,15095,4,558.1330739299611,2570,1.080285429507102
327,88,449.4126537785589,2845,4,446.68773234200745,1614,1.006100282679053
328,89,592.6835045063928,4771,4,565.7347417840375,1704,1.0476349793144621
329,91,447.91356932153394,3390,4,443.4281798245614,1824,1.0101152558656672
330,1,452.58344215199793,7658,5,443.5090298194036,2381,1.020460490593144
